CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn_probability,risk_band_default,risk_band_optimized,actual_churn,predicted_churn_f1
850,France,Female,24,6,0.0,2,1,1,13159.9,0.0278,Low,Low,0,0
597,France,Female,24,1,103219.47,1,1,0,60420.07,0.0982,Low,Low,0,0
529,Spain,Male,38,7,99842.5,2,1,0,90256.06,0.0664,Low,Low,1,0
655,Spain,Male,38,3,250898.09,3,0,1,81054.0,0.9772,High,High,1,1
734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0.2481,Low,Low,0,0
613,Germany,Male,28,7,76656.4,2,1,1,185483.24,0.0402,Low,Low,0,0
669,Spain,Female,33,8,0.0,2,0,1,128538.05,0.0318,Low,Low,0,0
627,Spain,Female,35,7,0.0,1,1,0,187718.26,0.246,Low,Low,0,0
615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0.1251,Low,Low,0,0
622,France,Male,41,2,127087.06,1,1,0,102402.91,0.1829,Low,Low,1,0
624,France,Male,36,6,0.0,2,0,0,84749.96,0.0312,Low,Low,0,0
663,France,Male,24,7,0.0,2,1,1,166310.82,0.0213,Low,Low,0,0
601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0.6029,Medium,Medium,0,1
644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0.8844,High,High,0,1
563,Spain,Female,42,6,99056.22,2,1,0,154347.95,0.1753,Low,Low,1,0
750,France,Female,35,3,0.0,1,1,0,191520.5,0.3088,Low,Low,0,0
629,France,Female,49,4,0.0,2,1,1,196335.48,0.1292,Low,Low,0,0
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,0.3568,Low,Medium,1,1
850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0.0402,Low,Low,0,0
633,Germany,Male,50,7,88302.65,1,1,1,195937.16,0.4428,Medium,Medium,0,1
762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0.0557,Low,Low,0,0
445,France,Female,30,3,0.0,2,1,1,127939.19,0.0306,Low,Low,0,0
614,France,Female,41,3,123475.04,1,1,1,179227.52,0.193,Low,Low,0,0
658,France,Male,44,2,168396.34,1,1,1,14178.73,0.1612,Low,Low,0,0
549,France,Female,34,4,0.0,2,0,0,139463.57,0.0403,Low,Low,0,0
594,France,Female,34,7,141525.55,1,0,0,9443.15,0.0971,Low,Low,0,0
742,Germany,Female,44,8,107926.02,1,0,1,17375.27,0.5627,Medium,Medium,1,1
411,France,Female,36,10,0.0,1,0,0,120694.35,0.4741,Medium,Medium,0,1
746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0.0609,Low,Low,0,0
706,Spain,Male,42,9,0.0,2,1,1,28714.34,0.03,Low,Low,0,0
607,France,Female,27,2,0.0,2,1,0,63495.86,0.0368,Low,Low,0,0
615,France,Male,32,1,0.0,2,0,0,2139.25,0.0256,Low,Low,0,0
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0.2388,Low,Low,0,0
764,Germany,Male,34,6,108760.27,2,1,0,166324.79,0.086,Low,Low,1,0
622,Spain,Female,47,6,142319.03,1,0,0,100183.05,0.4964,Medium,Medium,0,1
709,France,Female,32,7,0.0,2,1,1,199418.02,0.0268,Low,Low,0,0
540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0.1111,Low,Low,0,0
544,France,Female,26,6,0.0,1,1,0,100200.4,0.1485,Low,Low,1,0
850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0.0683,Low,Low,0,0
582,France,Female,32,1,116409.55,1,0,1,152790.92,0.0729,Low,Low,0,0
537,Germany,Female,47,6,103163.35,1,1,0,16259.64,0.7763,High,High,1,1
613,Spain,Male,44,9,100524.69,1,1,1,47298.95,0.1664,Low,Low,0,0
562,France,Male,36,6,0.0,2,1,0,32845.32,0.0313,Low,Low,0,0
754,France,Male,39,3,74896.33,1,0,0,34430.16,0.153,Low,Low,0,0
470,Spain,Female,31,2,101675.22,2,1,0,45033.75,0.0689,Low,Low,0,0
672,France,Female,34,1,142151.75,2,1,1,168753.34,0.0489,Low,Low,0,0
663,France,Male,22,6,0.0,2,0,1,131827.15,0.0226,Low,Low,0,0
573,Spain,Male,44,9,0.0,2,1,0,107124.17,0.0697,Low,Low,0,0
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0.1683,Low,Low,0,0
519,France,Male,34,5,0.0,1,1,0,68479.6,0.135,Low,Low,0,0
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0.0297,Low,Low,0,0
850,France,Female,32,7,0.0,2,0,0,155227.0,0.0394,Low,Low,0,0
774,France,Male,49,1,142767.39,1,1,1,8214.41,0.2302,Low,Low,0,0
594,Germany,Female,23,4,104753.84,2,1,0,56756.52,0.084,Low,Low,1,0
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0.0769,Low,Low,0,0
597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0.1797,Low,Low,0,0
695,France,Male,46,4,0.0,2,1,1,137537.22,0.0563,Low,Low,0,0
574,Spain,Male,36,4,77967.5,1,1,0,167066.95,0.1084,Low,Low,1,0
634,France,Male,45,9,0.0,2,0,0,17622.82,0.0996,Low,Low,0,0
650,France,Male,32,2,84906.45,1,1,0,163216.48,0.0828,Low,Low,0,0
685,France,Male,40,2,168001.34,2,1,1,167400.29,0.0554,Low,Low,0,0
682,France,Female,58,1,0.0,1,1,1,706.5,0.4828,Medium,Medium,0,1
669,France,Male,37,4,0.0,1,1,0,132540.33,0.1794,Low,Low,0,0
839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0.1223,Low,Low,0,0
450,France,Male,29,7,117199.8,1,1,1,43480.63,0.0591,Low,Low,0,0
850,Germany,Male,42,6,84445.68,3,0,1,60021.34,0.8224,High,High,1,1
527,France,Male,31,4,0.0,1,1,0,169361.89,0.1414,Low,Low,0,0
792,France,Male,34,1,0.0,1,0,1,86330.32,0.0923,Low,Low,0,0
531,France,Female,42,2,0.0,2,0,1,90537.47,0.0524,Low,Low,0,0
535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0.0508,Low,Low,0,0
751,France,Male,29,1,135536.5,1,1,0,66825.33,0.0837,Low,Low,0,0
556,France,Female,51,8,61354.14,1,1,0,198810.65,0.7865,High,High,1,1
584,Germany,Female,37,10,134171.8,4,1,1,70927.11,0.9461,High,High,1,1
763,France,Female,35,7,115651.6,2,1,1,104706.29,0.0659,Low,Low,0,0
652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0.2259,Low,Low,0,0
436,Spain,Male,43,5,0.0,2,1,1,35687.43,0.0485,Low,Low,0,0
646,France,Male,52,8,59669.43,1,0,0,172495.81,0.7475,High,High,1,1
694,Germany,Male,31,4,141989.27,2,1,0,26116.82,0.0911,Low,Low,0,0
608,Spain,Male,45,4,0.0,2,0,0,36697.48,0.1052,Low,Low,1,0
558,France,Male,27,1,152283.39,1,1,0,183271.15,0.0862,Low,Low,0,0
679,France,Male,40,1,0.0,1,1,1,16897.19,0.1777,Low,Low,0,0
577,France,Female,35,10,0.0,2,1,1,25161.61,0.0409,Low,Low,0,0
683,France,Female,32,9,0.0,2,1,1,24991.92,0.0308,Low,Low,0,0
591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0.0728,Low,Low,0,0
636,Spain,Male,45,3,0.0,2,1,1,159463.8,0.0607,Low,Low,0,0
708,Spain,Female,64,5,0.0,3,0,1,112520.07,0.7838,High,High,1,1
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0.0587,Low,Low,0,0
707,France,Female,31,2,82787.93,2,0,0,91423.69,0.0533,Low,Low,0,0
597,France,Female,33,6,135703.59,2,0,0,74850.84,0.0594,Low,Low,0,0
609,France,Male,26,7,0.0,2,1,0,98463.99,0.0276,Low,Low,0,0
522,Germany,Female,25,5,94049.92,2,1,0,103269.0,0.0711,Low,Low,0,0
596,France,Male,39,9,0.0,1,1,0,48963.59,0.2093,Low,Low,0,0
591,France,Female,56,9,128882.49,1,1,1,196241.94,0.3394,Low,Low,1,0
654,Spain,Female,36,5,0.0,2,0,0,157238.05,0.0554,Low,Low,0,0
649,Spain,Male,20,5,0.0,2,1,1,58309.54,0.0256,Low,Low,0,0
640,France,Female,29,4,0.0,2,1,0,44904.26,0.0352,Low,Low,0,0
600,France,Female,39,5,0.0,2,0,0,118272.07,0.0571,Low,Low,0,0
631,France,Male,32,10,0.0,2,0,1,196342.66,0.0263,Low,Low,0,0
850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0.2593,Low,Low,0,0
556,France,Female,43,6,0.0,3,0,0,125154.57,0.8555,High,High,1,1
717,Spain,Female,49,1,110864.38,2,1,1,124532.9,0.276,Low,Low,1,0
758,Spain,Male,61,2,0.0,2,1,1,43982.41,0.0542,Low,Low,0,0
515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0.1821,Low,Low,0,0
649,Germany,Female,37,8,114737.26,1,1,1,106655.88,0.2622,Low,Low,1,0
566,France,Male,36,1,142120.91,1,1,0,79616.37,0.0991,Low,Low,0,0
760,Germany,Female,34,6,58003.41,1,1,0,90346.1,0.2138,Low,Low,0,0
662,Spain,Male,37,5,94901.09,1,1,1,48233.75,0.0786,Low,Low,0,0
559,Spain,Female,27,1,0.0,1,0,1,1050.33,0.1938,Low,Low,0,0
605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0.1137,Low,Low,0,0
646,Spain,Male,32,1,0.0,2,1,0,183289.22,0.0358,Low,Low,0,0
753,France,Female,38,6,142263.45,1,0,1,33730.43,0.1119,Low,Low,0,0
696,Spain,Female,36,3,0.0,3,1,0,65039.9,0.3892,Low,Medium,0,1
521,France,Male,22,5,0.0,2,1,1,99828.45,0.0244,Low,Low,0,0
632,France,Male,27,4,193125.85,1,1,1,152665.85,0.0918,Low,Low,0,0
706,France,Male,18,2,176139.5,2,1,0,129654.22,0.0729,Low,Low,0,0
821,Spain,Female,38,8,0.0,2,0,1,126241.4,0.0398,Low,Low,1,0
620,Spain,Male,44,8,0.0,2,1,1,15627.51,0.0462,Low,Low,0,0
648,Germany,Female,37,7,138503.51,2,1,0,57215.85,0.1159,Low,Low,0,0
428,France,Female,62,1,107735.93,1,0,1,58381.77,0.2492,Low,Low,0,0
542,France,Female,59,2,68892.77,2,1,0,7905.06,0.7024,High,High,1,1
504,Spain,Male,40,5,0.0,2,0,0,146703.36,0.0362,Low,Low,0,0
817,France,Male,44,8,0.0,1,0,0,65501.91,0.4617,Medium,Medium,1,1
696,Germany,Female,66,7,119499.42,2,1,1,174027.3,0.176,Low,Low,0,0
529,France,Male,32,9,147493.89,1,1,0,33656.35,0.0806,Low,Low,0,0
540,France,Male,25,5,116160.23,1,1,0,13411.67,0.0838,Low,Low,0,0
616,France,Male,23,8,73112.95,1,1,1,62733.05,0.0708,Low,Low,0,0
696,Germany,Female,31,8,122021.92,2,1,0,33828.64,0.0895,Low,Low,0,0
596,Spain,Male,36,2,0.0,2,0,1,125557.95,0.028,Low,Low,0,0
632,France,Female,27,3,107375.82,1,1,1,62703.38,0.0822,Low,Low,0,0
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0.0394,Low,Low,0,0
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,0.1384,Low,Low,1,0
595,France,Female,53,7,0.0,2,1,0,41371.68,0.3607,Low,Medium,1,1
646,France,Female,45,3,47134.75,1,1,1,57236.44,0.4058,Medium,Medium,0,1
747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0.0503,Low,Low,0,0
646,France,Male,26,4,139848.17,1,1,0,164696.27,0.0835,Low,Low,0,0
678,Germany,Male,36,3,145747.67,2,0,1,89566.74,0.0508,Low,Low,0,0
554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0.0704,Low,Low,0,0
655,France,Male,24,9,107065.31,1,1,1,51959.82,0.0607,Low,Low,0,0
794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0.2379,Low,Low,0,0
727,Germany,Male,59,5,152581.06,1,1,0,71830.1,0.8802,High,High,1,1
677,France,Female,58,1,90022.85,1,0,1,2988.28,0.3392,Low,Low,0,0
616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0.2,Low,Low,0,0
595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0.2457,Low,Low,0,0
723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0.2499,Low,Low,0,0
815,Germany,Male,37,2,110777.26,2,1,0,2383.59,0.0889,Low,Low,0,0
790,France,Female,26,4,141581.71,2,0,0,98309.27,0.0595,Low,Low,0,0
663,Germany,Female,37,8,155303.71,1,1,0,118716.63,0.2678,Low,Low,0,0
542,France,Female,42,1,0.0,1,1,1,178256.58,0.3952,Low,Medium,1,1
712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0.3871,Low,Medium,0,1
787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0.0887,Low,Low,0,0
850,Spain,Male,62,5,0.0,2,1,1,180243.56,0.0496,Low,Low,0,0
483,France,Female,50,9,0.0,2,1,1,111020.24,0.1425,Low,Low,0,0
704,Spain,Male,36,8,127397.34,1,1,0,151335.24,0.1076,Low,Low,0,0
716,France,Female,29,10,87946.39,1,1,1,182531.74,0.0838,Low,Low,0,0
597,France,Female,26,8,149989.39,1,1,0,42330.58,0.0999,Low,Low,0,0
748,France,Male,44,2,92911.52,1,0,1,85495.24,0.1661,Low,Low,0,0
850,France,Male,33,10,0.0,1,1,0,4861.72,0.1286,Low,Low,1,0
648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0.2962,Low,Low,0,0
578,France,Male,50,5,151215.34,2,1,0,169804.4,0.2909,Low,Low,0,0
607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0.3729,Low,Medium,0,1
850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0.0964,Low,Low,0,0
509,France,Male,35,8,0.0,2,0,1,67431.28,0.0305,Low,Low,0,0
465,France,Male,41,9,117221.15,1,1,0,168280.95,0.195,Low,Low,0,0
710,France,Male,40,5,0.0,2,0,0,162878.96,0.0328,Low,Low,0,0
591,Spain,Female,39,3,0.0,3,1,0,140469.38,0.753,High,High,1,1
728,France,Female,46,2,109705.52,1,1,0,20276.87,0.5044,Medium,Medium,1,1
492,Germany,Male,45,9,170295.04,2,0,0,164741.81,0.2078,Low,Low,0,0
616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0.2516,Low,Low,0,0
646,France,Male,24,8,0.0,2,0,0,92612.88,0.0281,Low,Low,0,0
779,France,Male,71,3,0.0,2,1,1,146895.36,0.0232,Low,Low,1,0
683,Germany,Female,39,2,100062.16,2,1,0,109201.43,0.1154,Low,Low,0,0
463,Spain,Female,35,2,0.0,2,1,1,1950.93,0.0458,Low,Low,0,0
736,France,Female,63,10,0.0,2,0,1,502.7,0.0647,Low,Low,0,0
640,France,Male,63,2,68432.45,2,1,1,112503.24,0.0887,Low,Low,1,0
670,Germany,Female,33,9,84521.48,2,0,1,198017.05,0.0568,Low,Low,0,0
549,France,Male,31,4,0.0,2,0,1,25684.85,0.0249,Low,Low,0,0
579,France,Male,39,5,0.0,2,0,1,39891.84,0.0324,Low,Low,0,0
594,France,Female,49,4,0.0,2,1,1,23631.55,0.1233,Low,Low,0,0
515,France,Female,25,7,79543.59,1,0,1,38772.82,0.0693,Low,Low,0,0
593,Spain,Female,46,2,76597.79,1,1,1,54453.72,0.316,Low,Low,0,0
750,France,Female,26,1,151510.17,2,1,1,19921.72,0.0503,Low,Low,0,0
526,Spain,Male,30,8,0.0,1,1,0,36251.0,0.1295,Low,Low,0,0
506,Germany,Male,59,8,119152.1,2,1,1,170679.74,0.237,Low,Low,0,0
607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0.101,Low,Low,0,0
708,France,Female,67,1,0.0,2,0,1,3837.08,0.0474,Low,Low,0,0
683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0.0454,Low,Low,0,0
730,France,Female,41,4,167545.32,1,1,0,128246.81,0.2362,Low,Low,0,0
551,France,Female,45,6,0.0,2,1,1,51143.43,0.0948,Low,Low,0,0
530,France,Male,37,8,0.0,2,1,1,287.99,0.1448,Low,Low,0,0
786,France,Female,33,0,83036.05,1,0,1,154990.58,0.0707,Low,Low,1,0
574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0.0979,Low,Low,0,0
723,France,Female,40,7,142856.95,2,0,0,38019.74,0.1096,Low,Low,0,0
543,Spain,Male,37,3,0.0,2,1,1,78915.68,0.0301,Low,Low,0,0
807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0.5708,Medium,Medium,0,1
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0.0492,Low,Low,0,0
604,Spain,Female,28,6,0.0,2,1,1,69056.26,0.0384,Low,Low,0,0
780,France,Female,26,3,140356.7,1,1,0,117144.15,0.1114,Low,Low,0,0
453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0.2461,Low,Low,0,0
569,Germany,Female,42,9,146100.75,1,1,0,32574.01,0.4958,Medium,Medium,1,1
768,France,Female,36,3,141334.95,1,0,1,125870.5,0.0879,Low,Low,0,0
723,France,Male,34,5,0.0,2,0,1,12092.03,0.0216,Low,Low,0,0
604,France,Female,53,2,121389.78,1,1,1,48201.64,0.3456,Low,Medium,1,1
594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0.0714,Low,Low,0,0
675,France,Female,61,5,62055.17,3,1,0,166305.16,0.971,High,High,1,1
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0.0826,Low,Low,0,0
566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0.1173,Low,Low,0,0
596,France,Male,37,2,0.0,1,0,1,121175.86,0.1273,Low,Low,0,0
616,Spain,Male,30,2,0.0,2,1,0,199099.51,0.0321,Low,Low,0,0
731,Spain,Male,33,1,0.0,1,1,0,130726.96,0.1539,Low,Low,0,0
727,Germany,Male,46,3,115248.11,4,1,0,130752.01,0.9252,High,High,1,1
561,Spain,Female,28,3,0.0,2,1,0,191387.76,0.0451,Low,Low,0,0
651,France,Female,25,8,0.0,2,1,1,126761.2,0.0295,Low,Low,0,0
599,France,Female,41,2,91328.71,1,1,0,115724.78,0.2598,Low,Low,0,0
587,Spain,Male,41,8,85109.21,1,1,0,1557.82,0.1837,Low,Low,0,0
686,Germany,Female,38,2,93569.86,3,0,0,10137.34,0.8616,High,High,1,1
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,0.0733,Low,Low,0,0
720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0.0703,Low,Low,0,0
806,France,Male,48,4,164701.68,1,1,1,21439.49,0.2314,Low,Low,0,0
769,France,Male,29,4,145471.37,1,1,0,188382.77,0.1029,Low,Low,0,0
613,France,Male,37,9,108286.5,1,1,1,114153.44,0.0816,Low,Low,0,0
591,France,Female,38,2,142289.28,1,0,1,119638.85,0.1128,Low,Low,0,0
807,France,Male,35,3,174790.15,1,1,1,600.36,0.0997,Low,Low,0,0
655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0.1661,Low,Low,0,0
553,Spain,Female,39,1,142876.98,2,1,0,44363.42,0.1117,Low,Low,0,0
669,France,Male,50,4,149713.61,3,1,1,124872.42,0.8965,High,High,1,1
635,France,Male,41,4,103544.88,2,1,0,193746.55,0.0675,Low,Low,0,0
749,France,Male,37,7,0.0,2,1,0,20306.79,0.0347,Low,Low,0,0
691,France,Male,26,9,136623.19,1,1,0,153228.0,0.0881,Low,Low,0,0
589,France,Female,21,3,0.0,2,0,1,55601.44,0.0331,Low,Low,0,0
778,France,Female,33,9,151772.63,2,0,0,180249.94,0.0616,Low,Low,1,0
541,France,Female,32,4,0.0,1,1,1,114951.42,0.1163,Low,Low,0,0
758,France,Female,50,2,95813.76,3,1,1,67944.09,0.9268,High,High,1,1
559,France,Female,29,3,79715.36,1,1,0,82252.28,0.1035,Low,Low,0,0
690,France,Female,42,5,0.0,2,0,1,120512.08,0.0459,Low,Low,0,0
846,France,Female,34,10,142388.61,2,0,1,68393.64,0.043,Low,Low,1,0
567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0.1875,Low,Low,0,0
486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0.3587,Low,Medium,0,1
707,Germany,Female,48,7,105086.74,1,1,1,180344.69,0.6421,Medium,Medium,1,1
581,France,Female,47,1,122949.14,1,0,0,180251.68,0.5994,Medium,Medium,1,1
460,Germany,Female,40,6,119507.58,2,1,0,91560.63,0.1718,Low,Low,1,0
607,Spain,Male,40,1,112544.45,1,1,1,19842.22,0.128,Low,Low,0,0
701,Spain,Female,35,9,0.0,2,0,0,170996.86,0.0548,Low,Low,0,0
600,France,Female,32,7,98877.95,1,1,0,132973.21,0.0997,Low,Low,0,0
426,France,Male,34,9,0.0,2,1,0,107876.91,0.0316,Low,Low,0,0
787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0.1237,Low,Low,0,0
666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0.2308,Low,Low,0,0
735,France,Male,44,9,120681.63,1,1,0,74836.34,0.3069,Low,Low,0,0
711,Spain,Male,32,5,0.0,2,1,1,147720.27,0.0232,Low,Low,0,0
709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0.4472,Medium,Medium,0,1
746,France,Female,24,4,0.0,1,0,1,94105.0,0.1051,Low,Low,0,0
809,Germany,Male,33,8,148055.74,1,0,0,199203.21,0.2376,Low,Low,0,0
596,Spain,Male,20,3,187294.46,1,1,0,103456.47,0.1619,Low,Low,0,0
605,France,Female,36,6,0.0,1,0,1,690.84,0.1684,Low,Low,0,0
614,France,Male,50,4,137104.47,1,1,0,127166.49,0.5407,Medium,Medium,1,1
741,France,Male,52,1,171236.3,2,0,0,21834.4,0.5945,Medium,Medium,1,1
635,Spain,Male,41,1,0.0,2,1,0,175611.5,0.0342,Low,Low,0,0
769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0.1832,Low,Low,0,0
636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0.1142,Low,Low,0,0
738,France,Male,54,4,0.0,1,0,1,55725.04,0.411,Medium,Medium,1,1
577,Spain,Male,43,6,0.0,2,1,1,149457.81,0.0411,Low,Low,0,0
688,France,Male,26,1,0.0,2,1,1,104435.94,0.0213,Low,Low,0,0
586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0.3613,Low,Medium,0,1
637,France,Male,33,2,145731.83,1,0,1,109219.43,0.0594,Low,Low,0,0
527,France,Female,25,6,0.0,2,0,1,96758.58,0.0314,Low,Low,0,0
797,France,Male,37,4,75263.7,1,1,0,85801.77,0.1192,Low,Low,0,0
605,France,Male,27,9,0.0,2,1,0,198091.81,0.0277,Low,Low,0,0
530,France,Male,25,9,162560.32,1,1,0,64129.03,0.0881,Low,Low,0,0
540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0.0929,Low,Low,0,0
743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0.3942,Low,Medium,0,1
622,Germany,Female,58,7,116922.25,1,1,0,120415.61,0.9132,High,High,1,1
759,France,Female,45,8,0.0,2,1,1,99251.24,0.0818,Low,Low,0,0
669,France,Male,57,5,0.0,2,1,1,56875.76,0.0697,Low,Low,0,0
693,France,Male,31,2,0.0,2,1,1,107759.31,0.0223,Low,Low,0,0
583,France,Male,59,7,127450.14,1,0,1,67552.71,0.1791,Low,Low,0,0
581,France,Male,71,4,0.0,2,1,1,197562.08,0.0305,Low,Low,0,0
601,France,Male,38,4,60013.81,1,1,1,38020.05,0.1051,Low,Low,0,0
607,France,Female,48,4,112070.86,3,1,0,173568.3,0.91,High,High,1,1
741,France,Male,32,5,0.0,1,1,1,64839.23,0.0917,Low,Low,0,0
558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0.1497,Low,Low,0,0
386,Spain,Female,53,1,131955.07,1,1,1,62514.65,0.4502,Medium,Medium,1,1
491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0.1339,Low,Low,0,0
443,Germany,Male,50,3,117206.3,1,1,0,42840.18,0.8146,High,High,1,1
586,Germany,Male,38,2,136858.42,1,0,1,189143.94,0.2209,Low,Low,0,0
616,Spain,Female,43,3,120867.18,1,1,0,18761.92,0.3409,Low,Medium,1,1
615,France,Male,59,8,0.0,2,1,1,165576.55,0.0543,Low,Low,0,0
597,France,Male,45,7,0.0,2,0,0,167756.45,0.0997,Low,Low,0,0
515,France,Male,41,8,0.0,2,1,1,185054.14,0.0349,Low,Low,0,0
696,Spain,Female,30,0,0.0,2,1,1,9002.8,0.0883,Low,Low,0,0
540,France,Male,48,2,109349.29,1,1,0,88703.04,0.4945,Medium,Medium,1,1
691,France,Female,31,5,40915.55,1,1,0,126213.84,0.1582,Low,Low,1,0
706,France,Female,23,5,0.0,1,0,0,164128.41,0.1709,Low,Low,1,0
802,Spain,Male,40,5,0.0,2,1,1,175043.69,0.0245,Low,Low,0,0
685,Spain,Male,23,5,164902.43,1,0,0,141152.28,0.0987,Low,Low,0,0
601,France,Female,41,1,0.0,2,0,1,160607.06,0.0554,Low,Low,0,0
850,Spain,Female,29,1,0.0,2,1,1,197996.65,0.0282,Low,Low,0,0
655,Spain,Female,27,9,0.0,2,0,0,108008.05,0.0403,Low,Low,0,0
642,Germany,Male,18,5,111183.53,2,0,1,10063.75,0.0553,Low,Low,0,0
536,France,Female,35,8,0.0,1,1,0,171840.24,0.2421,Low,Low,1,0
667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0.0961,Low,Low,0,0
680,Germany,Female,48,8,115115.38,1,1,0,139558.6,0.8238,High,High,1,1
627,Germany,Male,62,3,143426.34,2,1,1,143104.3,0.1809,Low,Low,0,0
836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0.1564,Low,Low,0,0
777,France,Male,43,1,0.0,2,1,0,21785.91,0.0609,Low,Low,0,0
595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0.0819,Low,Low,0,0
621,Spain,Female,43,8,0.0,1,0,0,102806.6,0.4892,Medium,Medium,0,1
649,Germany,Female,41,4,115897.73,1,1,0,143544.48,0.5442,Medium,Medium,0,1
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0.0875,Low,Low,0,0
705,Germany,Female,37,3,109974.22,1,1,1,36320.87,0.2637,Low,Low,1,0
812,France,Male,34,5,103818.43,1,1,1,166038.27,0.0522,Low,Low,0,0
416,France,Male,32,0,0.0,2,0,1,878.87,0.0753,Low,Low,0,0
564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0.0972,Low,Low,0,0
509,France,Female,46,1,0.0,1,1,0,71244.59,0.6923,Medium,Medium,1,1
850,Spain,Male,22,2,0.0,2,1,1,9684.52,0.0245,Low,Low,0,0
532,France,Female,40,5,0.0,2,0,1,177099.71,0.0592,Low,Low,0,0
602,France,Male,35,8,0.0,1,1,1,22499.29,0.1117,Low,Low,0,0
685,Spain,Male,43,9,0.0,2,1,0,107811.28,0.0631,Low,Low,0,0
815,Spain,Female,38,2,48387.0,1,1,0,184796.84,0.2244,Low,Low,0,0
850,France,Female,40,0,0.0,2,1,0,1099.95,0.1027,Low,Low,0,0
739,France,Male,37,7,104960.46,1,0,1,80883.82,0.0727,Low,Low,0,0
674,Germany,Male,34,2,152797.9,1,1,0,175709.4,0.1873,Low,Low,1,0
648,France,Female,34,3,0.0,1,1,0,54726.43,0.1683,Low,Low,0,0
582,Germany,Female,50,6,96486.57,2,1,1,20344.02,0.3655,Low,Medium,0,1
684,France,Female,34,6,0.0,2,1,1,130928.22,0.0304,Low,Low,0,0
648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0.315,Low,Low,0,0
686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0.0998,Low,Low,0,0
788,France,Female,43,10,0.0,2,1,1,116111.51,0.0568,Low,Low,0,0
